Folder,Subfolder,Filename,EntryIndex,Raw Transcription
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2910.HEIC,1,Q1: 29 | Q2: they/she/it | Q3: MA | Q4: 2 | Q5: Cyber goth raver | Q6: yes I let my natural hair color grow gut after 10 years of dying it near colors for a job that I'm not attached to. | Q7: I am home and finally accepted for me nothing else. | Q8: I Just acted like my true Self.
2024 Field Notes Images Pt 2,J3 - Survival,IMG_2910.HEIC,2,"Q1: 39 | Q2: M | Q3: PORTLAND, OR | Q4: 3 | Q5: WATER BOTTLE | Q6: A SPONGE BATH SETUP TO STAY FRESH (ISH) | Q7: 20 | Q8: BE POSETIVE"
2024 Field Notes Images Pt 2,F2 - Costumes,IMG_2599.HEIC,1,"Q1: 39 | Q2: M | Q3: Los Angeles | Q4: First! | Q5: Not necessarily cos-play. More about comfort, colors, Self-expression and some esthetics. Being simple and showing my true colors is key. | Q6: Less planning, more spontaneous. | Q7: Depends on others' perceptions. I don't judge ppl based on their (TRY NOT TO) clothing or lack thereof."
2024 Field Notes Images Pt 2,F2 - Costumes,IMG_2585.HEIC,1,"Q1: 30 | Q2: F | Q3: Toronto, ON Canada | Q4: 4 | Q5: Yes - costumes are a way I radically express myself. | Q6: I plan outfits for me to choose each day at the burn. I follow whk Wednesday, tutu Tuesday. and any camp outfit days. The not I like to have warm /cool weathe options w/ colour schemes. | Q7: Yes - if I'm comfortable in my oat fit, I am mare comfortable in interactions."
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2637.HEIC,1,"Q1: 43 | Q2: M | Q3: MILINGIMBI, AUSTRALIA | Q4: 2 | Q5: JOY, ANTICIPATION | Q6: FINDING A FREIND | HADN'T SEEN ALL WEEK | Q7: SHARING STORIES OF LOSS | Q8: OPTIMISM IN HUMANITY"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2637.HEIC,2,"Q1: 36 TODAY | Q2: MALE | Q3: PARIS, FRANCE | Q4: 2 | Q5: YES TEACHES ME CUMOSITY | AND OPEN MINDNEFEREN | Q6: IDK AND IDC | Q7: CACHARSIS"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2636.HEIC,1,Q1: 37 | Q2: M | Q3: Denver Co | Q4: 5 | Q5: PRIDE. PATRIOTISM. Reflection | Q6: A GAL Surfing On A GUYS BACK | Q7: Seeing YounG KIDS AT Burning wan Gave me teers of Sof | Q8: The moon LAST NIGHT
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2635.HEIC,1,"Q1: 16 | Q2: Male | Q3: Colorado, USA | Q4: 1 (including this time) | Q5: All of em | Q6: Dick and Balls | Q7: Lack of Pussy | Q8: The People"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2635.HEIC,2,"Q1: 37 | Q2: M | Q3: Nowhere Digital Nomad | Q4: 7 | Q5: Survival | Q6: I couldn't read clock: ETIM | Q7: TBD | Q8: Wondering why so many, people hoked"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2662.HEIC,1,"Q1: 30 | Q2: F | Q3: Paris France | Q4: 1 | Q5: Calm - Joy - Full ownership of myself | Q6: Just saw a show with a butthole talking | Q7: ""Dear Dad"" camp | Q8: The playa of night"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2662.HEIC,2,"Q1: 32 | Q2: M | Q3: Montreal | Q4: 1st | Q5: Stimulated - whelmed | Q6: Beautiful people | Q7: Not really | Q8: Nah, not really"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2643.HEIC,1,Q1: 32 | Q2: male AF! | Q3: NS | Q4: 1st time! VIRGIN! | Q5: All of the above | Q6: LIFE... | Q7: pure happiness | Q8: people
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2644.HEIC,1,"Q1: 48 | Q2: Male | Q3: Denver, Co | Q4: 7 | Q5: All the emotions, fully! | Q6: Connecting with another Humer | Q7: I moved my oldest (Son) to college a few days rap. My heart is broken and I'm so excited for him and proud of tron | Q8: The ingenuity of these buiners!"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2654.HEIC,1,"Q1: 34 | Q2: F | Q3: Vancouver, BC, Canada | Q4: 2 | Q5: Joy, glee, and disappointment, Sorrow, longing annoyance. | Q6: day is searty - fellow burner cheering with same mug. | Q7: jeviction, disappoint mont | Q8: our camp completing our stage with the new addition of a lit infinity. cube."
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2639.HEIC,1,"Q1: 39 | Q2: F | Q3: South Daytona, FL | Q4: 6 | Q5: Hapiness, Jay, Fesatty (naturally, sober) gratitude | Q6: the uriosity of this wonderland! the inside joker betover may best friend and l-new and old falontes | Q7: the joy of serendipitty that Burning Man provides ana brings awareness. | Q8: te grectors at our neighborhood camps - the invited us infor | Q9: Non-alcoholic options @ Heir bare and it brought me joy and wonder to Iparticipate while remsung Sober"
2024 Field Notes Images Pt 2,C3 - Emotions,IMG_2639.HEIC,2,Q1: 28 | Q2: F | Q3: Utah | Q4: 2 | Q5: All of them | Q6: Fist bumping | Q7: The Nova memorial Art | Q8: The playo
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7686.JPG,1,"Q1: 31 | Q2: Woman | Q3: [Blank] | Q4: 2nd time | Q5: absolutely! I navigate the world as a woman, Asian, daughter of immigrant | Q6: No, I have had the privelige to CENSUS | Q7: I'm sme it does but not fully aware of how | Q8: No Fuck that"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7693.JPG,1,"Q1: 35 | Q2: Male | Q3: SF | Q4: [Blank] | Q5: Yes, I am very standard white | Q6: Yes, I cherry my dress to match friends and not stick out in som sittings. | Q7: Not so much yet! | Q8: No, but I certainly wish I brought more clothe options!"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7693.JPG,2,Q1: 38 | Q2: Male | Q3: California bay area | Q4: this is my first! | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank]
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7692.JPG,1,"Q1: 24 | Q2: Female | Q3: Milwaukee, WI | Q4: [Illegible] | Q5: Yes, it's fun | Q6: Fun! | Q7: Sad"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7692.JPG,2,"Q1: 40 | Q2: F | Q3: SF, CA | Q4: 11 | Q5: Sometimes. Where are you from? Where are you really | Q6: [Blank] | Q7: Much less. If anything there are positive reactions and calteractions"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7685.JPG,1,No entries found
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7690.JPG,1,Q1: 48 | Q2: Female | Q3: S+A | Q4: 4 | Q5: Yes | Q6: probably yes | Q7: NO | Q8: just more outlandish
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7690.JPG,2,"Q1: 45 | Q2: F | Q3: [Illegible] | Q4: Just arrived | Q5: No | Q6: Expecting to dogge and to let go | Q7: Yes, un conditional & non monetary"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7721.JPG,1,Q1: 34 | Q2: F | Q3: NY | Q4: 1 | Q5: No | Q6: No | Q7: Yes
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7708.JPG,1,Q1: 36 | Q2: Male | Q3: Minnesota | Q4: [Blank]
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7707.JPG,1,IDamnascus UA | May the power say stop thinking with my dick!
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7720.JPG,1,Q1: 32 | Q2: Female | Q3: Germany | Q4: 1 | Q5: 10 | Q6: 10 | Q7: 10 | Q8: 10
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7720.JPG,2,Q1: 1.43 | Q2: M | Q3: Germany | Q4: 2 | Q5: Yes -> Art | Q6: Diversity | Q7: Not romech | Q8: [Blank]
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7699.JPG,1,"Q1: 40 | Q2: Man | Q3: LONDON UK | Q4: Twice | Q5: Yes. My accent is a great gift fhd dlows me to disarmo people's prjudice because it is so particula and non identifiable (Maulation) accent | Q6: Someturns I cut ny havin n more appropriate way ""So thut it please my mother"" | Q7: See questions | Q8: Not supe"
2024 Field Notes Images Pt 2,B2 - Symbolism,IMG_2958.HEIC,1,Q1: 24 | Q2: Male | Q3: San Francisco | Q4: First time. | Q5: Yes! It is a wonderful experience in that I am able/comfortable to stop out of my comfort & grow! | Q6: It means to step out of you're comfort zone and really be you in a judgement free environment | Q7: I have not yet experienced the temple but now it is a sacred place to let things out.
2024 Field Notes Images Pt 2,B2 - Symbolism,IMG_2957.HEIC,1,No entries found
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7713.JPG,1,"Q1: 4 | Q2: MALE | Q3: BROOKLYN, NY | Q4: 7 | Q5: APPEARANCE AND CULTURAL IDENTITY TO A DEGREE, THE LATTER LESS SO, I THINK BECAUSE THE FAMILIARITY LOWERS INHIBITIONS. | Q6: MAYBE? I WEAR A LOT OF BLACK IN NEW YORK | Q7: I WEAR ALL RED AT THE BURN AND MY PLATANAME IS RED ROCKET SO 110% | Q8: I CONTINUE TO LEAN HARDER INTO THE RED"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7697.JPG,1,"Q1: 30 | Q2: male | Q3: NYC | Q4: 3rd burn | Q5: I'm mixed Filipimo and unite Jewin. Ret'in abiti dark skinned but a mix of fectuer of both Jo I carse clot of people to ask ""Unotice"" Dalss grew up in cubanmiams which increases the confusion beoprocessery mannerisms and a slight Miami accent | Q6: I changed my accent to be broadcastrenglishand act a litiflenvie whitewashed. | Q7: I'm a bit young lovking as people don't take me as seriously. Don't think it's race related as age/ muscle but heing asian tends to cavethe baby face, Playa is only slightly better. | Q8: Hanent chan)ed anything additional. Dfanuthing, I fell people I'm from miami and show hol my accent used tobe."
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7697.JPG,2,"Q1: 39 | Q2: Fende | Q3: Texas (Houston) | Q4: 4time | Q5: yes, I'm Hispania, I have Weird hair, | Q6: yes, I Activdy pursue Apecsavar Apperence tit lets me work w/ Very conscendie folk's Braveing both dileng | Q7: Being A savant conventional Attractive feme feels it GRANTs both Privlexge Ssome. ned. Less the utsti HAZARD. | Q8: I have not interdeally due"
2024 Field Notes Images Pt 2,B2 - Symbolism,IMG_2965.HEIC,1,"Q1: 28 | Q2: Female | Q3: Los Angeles | Q4: 4 | Q5: Shakes up my sou and allows it to reform in a new way, each time Closer to my true self | Q6: It's a reminder of what is possible in day to day life | Q7: Our collective grief can be shared, we Can heal together. We all hurt in Some way it is a unifier"
2024 Field Notes Images Pt 2,B2 - Symbolism,IMG_2965.HEIC,2,"Q1: 35 | Q2: M | Q3: URUGUAY  | Q4: 1 (VIRGIN) | Q5: YES! I can't express how I am feeling right now. I am so so happy, amwed impressed, peaceful, contained and FREE!!! | Q6: LOVE | Q7: FAMILY"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7714.JPG,1,"Q1: Meow | Q2: meow | Q3: your butt | Q4: [Blank] | Q5: Also, your butt | Q6: [Blank] | Q7: [Blank] | Q8: [Blank] | Q9: [Blank] | Q10: Meow"
2024 Field Notes Images Pt 2,K3 - Diversity & Inclusion,IMG_7714.JPG,2,"Q1: 1.67 | Q2: female | Q3: Sacramento, CA | Q4: two | Q5: Yes. I experience prin the intersectimality of ageism  Lism. I get offered help sexism. why I don't want wed it. I'm physically fit... it's erhausting!! | Q6: Yes, I shred my side of head t spiked the top puple-old white Guys"" now leave me alme t I now interact with more diver people-age, race, ethnicity, class, | Q7: Yes -in a positio way - people respond positivels to my energy. | Q8: No."
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3256.HEIC,1,"Q1: 50 | Q2: F | Q3: Amsterdam, The Netherlands | Q4: 3 | Q5: Not enough toilet paper at the porto's (toilets) at NIGHT. Hire a different onpan in 2025 | Q6: There's no other place Wee it in the world. It is Disney onstetoidn mad max, moon walk for adults. I'm ME HERE!!! | Q7: When was The Last Time You fond Love"
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3277.HEIC,1,Q1: [Blank] | Q2: F | Q3: Tennessee | Q4: 2 | Q5: plus + play golf carts E bikes | Q20: the people !♡
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3277.HEIC,2,Q4: 1! | Q5: hypocracy!!!
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3261.HEIC,1,"Q1: 36 years Young :) | Q2: NON-BINARY | Q3: Kumeyaay land, colonized as SAN DIEGO, CA | Q4: 1st Burn! | Q5: Hmm, I'm just lying my bast to discover my theat expression | Q6: My energy, the energy of the day. | Q7: Yes. It has an affect on how I am perceived"
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3252.HEIC,1,"Q1: 42 | Q2: Female | Q3: Alice Springs, Australia | Q4: 1 | Q5: Tiredness | Q6: Art Cars + wondformant."
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3252.HEIC,2,Q1: 34 | Q2: Female | Q3: Bay Area | Q4: FIRST TIMER | Q5: NO NEG EXPECTATIONS | Q6: GO WITH W/FLOW BE PRESENT
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3291.HEIC,1,Q1: 25 | Q2: Female | Q3: Glenwood Springs | Q4: 4 | Q5: Sometimes. The Anual hiphop bAll | Q6: Yes. Local Music events. | Q7: Great! | Q8: I like it more w/ friends
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3287.HEIC,1,"Q1: 55 yrs old | Q2: Male | Q3: Reno, NV | Q4: 12 times | Q5: Speedy & Bikes | Q6: Kindnem, humor, all the things... you Know..."
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3287.HEIC,2,"Q1: 30 years old. | Q2: Male | Q3: Chongqing, China | Q4: 2 times. | Q5: Dealing with shit people | Q6: Our friends & Communities."
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3269.HEIC,1,Q1: 108056 | Q2: NB | Q3: Tokyo for Eest techcity | Q4: Seven | Q5: May he last year... | Q6: Everything!! 
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3288.HEIC,1,"Q1: 45 | Q2: Male | Q3: Sweden / Spain | Q4: 4 | Q5: My mug | Q6: Colourful stuff | Q7: 14 | Q8: Because of my comunity, despite of being proposed to be a few days on playa; I'm confident to say I could be here for weeks. It's all more easy (emotionally and in practical terms too) when Camping with friends. Community is what keeps me coming back to BRC."
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3288.HEIC,2,"Q1: 36 | Q2: 7 | Q3: FRANCE | Q4: 2 | Q5: I waiting time to get in (and out) BRC | Q6: People, kindnes, weather (this year) organisation"
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3258.HEIC,1,"Q1: 35 | Q2: M | Q3: Ely, NV | Q4: 9 | Q5: self loveniless | Q6: Other people and art"
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3258.HEIC,2,Q1: 40 | Q2: F | Q3: Nomadic | Q4: 1 | Q5: No-don't own any | Q6: Already comfortable in my wardrobe options | Q7: Absolutely ! I like to look good :)
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3263.HEIC,1,Q1: 1-39 | Q2: Female | Q3: RENO! | Q4: 1st time ♡ | Q5: The lack of being open to new experiences | Q6: Being open to anything
2024 Field Notes Images Pt 2,H1 - Experiences,IMG_3263.HEIC,2,"Q1: -26 | Q2: ALL GENDERS | Q3: SF, CA (VIA SINGAPORE) | Q4: 1! | Q5: RAIN, HOMOPHOBIA, RACISM, THEFT | Q6: LOVE, OPENNESS, ART, EXPLORATION, KINDNESS!"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2535.HEIC,1,"Q1: 42 | Q2: Male | Q3: Mani, HI | Q4: 2 times '23 $24 | Q5: yes | Q6: I drink Alchohol most days | Q7: Self expression/releasing inhabition | Q8: Smoking Marijuana Should never have been declared a Schedule I Narcotic legalization would be Freedom | Q9: I tend to drink less"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2524.HEIC,1,"Q1: 34 | Q2: F | Q3: SF | Q4: First | Q5: Yes | Q6: anything they put in my cup, & weed pen | Q7: different kind of sustenance | Q8: California baby! It's high quality + safe | Q9: enhancer"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2514.HEIC,1,"Q1: 51 | Q2: Female | Q3: Seattle, WA | Q4: Strimes | Q5: No, I lost a loved one to alcohol. | Q6: [Blank] | Q7: There is no amant of alcohol that dues not shorten lifespan. The occasion has to be very special and the environment very positive for me to love a drink. | Q8: Cannabis is legal where I live. It has not changed my habits - I don't enjoy cannabis. | Q9: Cannabis tends to put me to sleep. I have never combined it with other substances."
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2514.HEIC,2,Q1: 29 | Q2: Male | Q3: Reno | Q4: 4 | Q5: Yes | Q6: Acohol- beer and wine - drink more thon default world. Lack of obligations causes you to drink more | Q7: ploy Irecrcasion. De-stresser. | Q8: already legal | Q9: No offert
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2528.HEIC,1,"Q1: 33 | Q2: F | Q3: Reno, NV | Q4: 4 | Q5: Yes | Q6: Various beers/mixed drinks shots/seltzer, etc. More than D.W., but not higher volume? Every other day here, maybe? | Q7: Play/community socializing | Q8: Less beloveds in jail. Fucking legalize it already. | Q9: Not for me, love that it works for others!"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2520.HEIC,1,Q1: 33 | Q2: Male | Q3: NYC | Q4: 1 | Q5: Yes Alcohol
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2529.HEIC,1,Q1: 70 | Q2: M | Q3: ID | Q4: 8 | Q5: Alcohol | Q6: Beer | Q7: about the same-social | Q8: Not a user-no chang | Q9: not a user
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2529.HEIC,2,"Q1: 68 | Q2: Male | Q3: Gossburg, TN USA | Q4: 7 | Q5: Nope - atbalready grabbed by my darlin! | Q6: Well, I'm here this year + last year with my darlin, so yeah... | Q7: NA- we set along great"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2525.HEIC,1,Q1: 34 | Q2: Female | Q3: Amsterdam | Q4: 2 | Q5: yes | Q6: Gin Tonic | Q7: Uplifting my mood
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2525.HEIC,2,Q1: 45F Phx Az USA virgin | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: no drinking or smoking. | Q6: N/A | Q7: unhealthy | Q8: N/A | Q9: I am on a cannabis break
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2513.HEIC,1,"Q1: 34 | Q2: F | Q3: Vail, Colorado USA | Q4: 2 | Q5: Drink/8 | Q6: Not often | Q7: Play | Q8: Already legal - used to smoke don't anymore | Q9: No change"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2513.HEIC,2,Q1: 75 | Q2: ♂ | Q3: 86305 | Q4: 2 | Q5: DRINK YES SMOKE NO | Q6: occasionally | Q7: relaxant | Q8: NO | Q9: No
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2513.HEIC,3,Q1: 41 | Q2: M | Q3: 81201 | Q4: 5 | Q5: Drink | Q6: Beer. Default = 2 Sen/wk BM=14/wk | Q7: Recreation | Q8: They are legal in CO | Q9: No
2024 Field Notes Images Pt 2,M3 - Sustainability,IMG_7741.JPG,1,"Q1: [Illegible] | Q2: [Illegible] | Q3: [Illegible] | Q4: [Illegible] | Q5: Power | Q6: Yes Gray the for sho, solar | Q7: Yes, less plastic minimize waste | Q8: [Blank] | Q9: Couldn't hurt - Leaving starts with LEADERSHIP | Q10: BUILD ADVOCACY with embodied ACTION"
2024 Field Notes Images Pt 2,G1 - Drinking & Smoking,IMG_2540.HEIC,1,"Q1: 41 | Q2: F | Q3: Byron Bay Australia | Q4: 2 | Q5: no I dont drink really or smoke tobacco. I didnt want to be minganer & enjoy it want alcholo. | Q7:  | Q8: yes, because it is aperuing & transforming | Q9: feels great."
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2784.HEIC,1,No entries found
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2818.HEIC,1,"Q1: 32 | Q2: F | Q3: NYC | Q4: 2 | Q5: Yes, I found a way to appreciate & be polite to strangers & understand their unique story | Q6: Yes | Q7: No | Q8: #5 | Q9: #5"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2811.HEIC,1,"Q1: 33 | Q2: Mile | Q3: Alameda CA | Q4: 4th time this year 2024 | Q5: It has opened my mind, made me realize I dislike plaza music, and also changed the trajectory of my Romantic life. | Q6: Somewhat, I didn't think it would have had a lastly impact in th default world. | Q7: Sudden change, especially my second burn. | Q8: It has made me more inclusive, accepting & reactive to others. | Q9: Open to others, less picky, made me realize who I want to be with. | Q10: I met someone at the burn that made me end my relationship with my significant other' outside, but that ended up fizzling out. It got me out of a relationship I was questioningly. Made me feel incredible joy and sadness. Roues & judge ment,"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2797.HEIC,1,"Q1: 36 | Q2: F | Q3: Oakland | Q4: 12 | Q5: YES! Realizing I can have an impact on the people around me, through projects / connection Iplay | Q6: Not sure whout to have expected. I came w/ little knowledge and was in a place in life needing change and chances to take | Q7: Gradual. Over the years I've learned so much about myself through the extreme challenges. | Q8: Yes! More confidence to connect w/ all types of people | Q9: Having others Excited to work on projects w/ me. Very validating. I've used the burn as a platform to educate myself in a lot of leadership skills"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2797.HEIC,2,Q1: 52 | Q2: Male | Q3: [Blank] | Q4: In a House | Q5: 8 | Q6: Yes I Dont Kom | Q7: Gradual. | Q8: Yes. | Q9: -
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2803.HEIC,1,"Q1: 34 | Q2: F | Q3: Berlin, Germany | Q4: x3 | Q5: Outfits rather, not really costumes more comfortable. I do Toho Tuesday though | Q6: I have like 5-6 sets and I rotate, favorite first. | Q7: Not really, but I have a crown that people approach me to fall about."
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2798.HEIC,1,Q1: [Blank] | Q2: 30 | Q3: M | Q4: ON TOUR | Q5: 4 | Q6: Not costumes pen Say | Q7: A Mir of compay/Antsy | Q8: Spontaneously | Q9: Not Necess will
2024 Field Notes Images Pt 2,D3 - Boundaries of Humanity,IMG_2852.HEIC,1,"Q1: 41 | Q2: M | Q3: Las Vegas NV | Q4: too | Q5: yes. it's an amazing break! escape fom all the arbitrary rules and Bs of Default | Q6: its acelebration of the ""self"" and a signifier to others that ""I'm one of you"" | Q7: vulnerability, resignation, acceptance"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2810.HEIC,1,"Q1: 37 | Q2: m | Q3: SF | Q4: 2 | Q5: First bum, thursday 2023. I came in with every expectation & information, but I realized hat the reason people came here can't be put into words. I had a spiritual awareness don't with the right people. | Q6: No, I was open to everything, but didn't know hoss what I needed. | Q7: Sudden. It taught me community of the most important thing | Q8: Yes I'm more open and generous. In intentional with way people | Q9: the people | Q10: music | Q11: safety | Q12: many. People just laugh."
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2810.HEIC,2,"Q1: 53 | Q2: MALE | Q3: MCKINNEY, TX | Q4: FOUR (4) | Q5: YES. 2019 (FIRST BURN), OPENED MY CREATIVITY TO MORE ARTISTIC INTERESTS. | Q6: I WAS OPEN TO THE BORMADO MAN EXPERIENCE I HAD LEARNED ABOUT. ATTENDING THAT FIRST TIME WAS A CHANGING EXPERIENCE. | Q7: THE CHANGE WAS SUDDEN, IN A GOOD WAY. I WAS INSPIRED TO MAKE IMMEDIATE CHANGES TO MY PERSONAL AND PROFESSIONAL LIVES, FAMILY AND FRIENDS NOTICED POSITIVE CHANGES IN ME. | Q8: YES. I A MORE OPEN TO DIFFERENCES IN OTHERS AND IN A WEIRD WAY I AM MUCH LESS DEFENSIVE OF OTHERS CRITICISM ABOUT ME. (IN A GOOD WAY) | Q9: THE BIGGEST FACTORS THAT INFLUENCED MY EXPERIENCE ARE THE PEOPLE, THE GENERAL POSTIVE ATTITUDE (PLUS SOME SNARC) WAS REFRESHING. I'VE ALWAYS BEEN SURROUNDED BY PEOPLE LOOKING FOR A FISH, BM ARE ALL FISHERMEN!"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2791.HEIC,1,"Q1: 67 | Q2: M | Q3: FRANCE | Q4: 1 | Q5: STILL TOO EARLY. BUT I WAS ALREADY IN ASTATE OF MIND/LIFE TO COME HERE. NO NEGATIVE SURPRISES, JUST GREAT. PROBABLY I SHOULD DO MORE COMMUNITY STUFF AND ART | Q6: NO. WILL SEE OVER THE YEAR | Q7: WILL SEE IN THE FUTURE | Q8: WILL SEE, HOPEFULLY | Q9: DISCONNECTION FROM DAILY LIFE"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2791.HEIC,2,"Q1: 31 | Q2: Female | Q3: Texas, Austin | Q4: 10 | Q5: Yes, year 1 | Q6: No. I thought it was dipremet then it is. The Freedom here is unmatund | Q7: Both | Q8: yes. It makes me look at people as mone then their Status, Job, etc.. and under- tand we are all HUMAN | Q9: The open an accepting mindset"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2802.HEIC,1,"Q1: 22 | Q2: F | Q3: Reno | Q4: 1 | Q5: Learning to be fully present & enjoy despite hardships | Q6: Possibly | Q7: Gradual | Q8: Mare acceptame | Q9: No cell service, artwork, great camp morses"
2024 Field Notes Images Pt 2,A3 - Transformation,IMG_2802.HEIC,2,"Q1: 42 | Q2: She/they | Q3: Sao Paulo, currently | Q4: 1st time )( | Q5: from the 1st time I heard of it about 15 yr ago, so yeah... a calling that changed me and now that I'm here, MAKES SO MUCH SENSE - I need time to ponder on how it has changed me because I'm still navigating my 1st BURN - BUT I feel home partying with you all... ""joy as an act of resistence"" in such a hurt luored | Q6: I knew smith was coming my way. Am still feeling like I said | Q7: Both. Into self love and forgiveness of traumas, felt 43"
2024 Field Notes Images Pt 2,H3 - Experiences,27A088F5-E367-46BE-9C57-C3B9BA468908_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,H3 - Experiences,0F652962-A07F-4F9F-86A4-EB549A39D61C_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,E2 - Singing & Dancing,IMG_3018.HEIC,1,"Q1: 19 years | Q2: Woman | Q3: Bay Area/Arcata | Q4: One | Q5: Whenever I can | Q6: Often-parties, concerts | Q7: The best | Q8: I like dancing alone and I love dancing with my girls (and boys)"
2024 Field Notes Images Pt 2,H3 - Experiences,1104E2E2-AE9F-4BD9-9216-718C09F4EBE0_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,E3 - Singing & Dancing,E19B4904-D7E6-4A32-8B6D-6CC9E7788AB0_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,H3 - Experiences,93D0260D-35B8-41CF-BA75-92D5C6566947_1_105_c.jpeg,1,No entries found
2024 Field Notes Images Pt 2,H3 - Experiences,6B5172C3-BBA2-468F-B529-20B6489D789E_1_105_c.jpeg,1,Q1: 63 | Q2: M | Q3: Apple | Q4: 4 | Q5: E by | Q6: Dave | Q7: use
2024 Field Notes Images Pt 2,E3 - Singing & Dancing,E36D5812-A0AC-4697-B465-546FC46C09D7_1_105_c.jpeg,1,"Q1: 2> | Q2: Male | Q3: Colorado | Q4: One | Q5: Lots of dancing, some singing | Q6: Some dancing, no singing | Q7: It makes me feel loose and energized, like you're a part of something bigger with everyone else on the dance floor | Q8: I feel a little more comfortable doing it around others I don't know"
