year,cohort_type,set_a,theme_a_id,theme_a_label,set_b,theme_b_id,theme_b_label,n_cohorts,correlation
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t0,white / male / art,4,0.1275
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t3,look / sometimes / care,4,0.06
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t1,more / much / way,4,0.9966
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t6,sometimes / english / hot,4,-0.2962
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t2,others / express / census,4,-0.9132
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t5,hair / dress / dye,4,0.8176
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t8,white / skin / accent,4,-0.0446
2024,burn_status,F - Costumes,t2,myself / comfort / express,K - Diversity & Inclusion,t7,fun / life / tattoos,4,-0.3349
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t4,sure / bit / watch,4,0.1307
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t0,white / male / art,4,0.773
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t3,look / sometimes / care,4,-0.5919
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t1,more / much / way,4,-0.5564
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t6,sometimes / english / hot,4,0.1996
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t2,others / express / census,4,0.7769
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t5,hair / dress / dye,4,0.075
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t8,white / skin / accent,4,-0.5252
2024,burn_status,F - Costumes,t7,more / much / comfortable,K - Diversity & Inclusion,t7,fun / life / tattoos,4,0.8224
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t4,seem / which / fleeting,4,-0.5986
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t0,been / great,4,-0.4637
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t3,yet / here / sure,4,-0.1908
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t1,together / part / camp,4,-0.4637
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t6,yourself / default / let,4,0.2182
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t5,weirder,4,0.5392
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t2,here / love / more,4,0.6426
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t8,seems / new / present,4,-0.5986
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t9,would / over / maybe,4,0.2182
2024,burn_status,F - Costumes,t4,clothes / normal / ahead,I - Relationships,t7,both / sure / recommend,4,-0.4637
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t4,seem / which / fleeting,4,0.0281
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t0,been / great,4,-0.8999
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t3,yet / here / sure,4,0.396
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t1,together / part / camp,4,-0.8999
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t6,yourself / default / let,4,0.1687
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t5,weirder,4,0.7441
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t2,here / love / more,4,0.1033
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t8,seems / new / present,4,0.0281
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t9,would / over / maybe,4,0.1687
2024,burn_status,F - Costumes,t0,both / positively / most,I - Relationships,t7,both / sure / recommend,4,-0.8999
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t4,seem / which / fleeting,4,0.5543
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t0,been / great,4,-0.1424
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t3,yet / here / sure,4,0.1331
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t1,together / part / camp,4,-0.1424
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t6,yourself / default / let,4,0.4727
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t5,weirder,4,-0.6059
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t2,here / love / more,4,-0.3748
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t8,seems / new / present,4,0.5543
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t9,would / over / maybe,4,0.4727
2024,burn_status,F - Costumes,t3,mood / self / depends,I - Relationships,t7,both / sure / recommend,4,-0.1424
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t4,seem / which / fleeting,4,-0.4754
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t0,been / great,4,-0.6017
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t3,yet / here / sure,4,-0.3592
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t1,together / part / camp,4,-0.6017
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t6,yourself / default / let,4,0.826
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t5,weirder,4,-0.0062
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t2,here / love / more,4,0.6922
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t8,seems / new / present,4,-0.4754
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t9,would / over / maybe,4,0.826
2024,burn_status,F - Costumes,t1,plan / ahead / others,I - Relationships,t7,both / sure / recommend,4,-0.6017
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t4,seem / which / fleeting,4,0.4911
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t0,been / great,4,0.6576
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t3,yet / here / sure,4,0.212
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t1,together / part / camp,4,0.6576
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t6,yourself / default / let,4,-0.5743
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t5,weirder,4,-0.32
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t2,here / love / more,4,-0.6506
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t8,seems / new / present,4,0.4911
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t9,would / over / maybe,4,-0.5743
2024,burn_status,F - Costumes,t6,outfits / love / more,I - Relationships,t7,both / sure / recommend,4,0.6576
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t4,seem / which / fleeting,4,0.0809
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t0,been / great,4,0.9048
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t3,yet / here / sure,4,-0.1237
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t1,together / part / camp,4,0.9048
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t6,yourself / default / let,4,-0.5987
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t5,weirder,4,-0.3556
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t2,here / love / more,4,-0.3077
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t8,seems / new / present,4,0.0809
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t9,would / over / maybe,4,-0.5987
2024,burn_status,F - Costumes,t5,good / conversation / fun,I - Relationships,t7,both / sure / recommend,4,0.9048
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t4,seem / which / fleeting,4,-0.2238
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t0,been / great,4,0.9676
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t3,yet / here / sure,4,-0.3392
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t1,together / part / camp,4,0.9676
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t6,yourself / default / let,4,-0.5596
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t5,weirder,4,-0.3162
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t2,here / love / more,4,-0.0273
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t8,seems / new / present,4,-0.2238
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t9,would / over / maybe,4,-0.5596
2024,burn_status,F - Costumes,t2,myself / comfort / express,I - Relationships,t7,both / sure / recommend,4,0.9676
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t4,seem / which / fleeting,4,0.9517
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t0,been / great,4,-0.5792
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t3,yet / here / sure,4,0.8503
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t1,together / part / camp,4,-0.5792
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t6,yourself / default / let,4,-0.0797
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t5,weirder,4,0.2297
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t2,here / love / more,4,-0.8282
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t8,seems / new / present,4,0.9517
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t9,would / over / maybe,4,-0.0797
2024,burn_status,F - Costumes,t7,more / much / comfortable,I - Relationships,t7,both / sure / recommend,4,-0.5792
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t4,art / love / nova,4,0.753
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t0,all / some / lack,4,-0.2588
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t3,freedom / happy / would,4,0.7399
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t8,myself / camp / night,4,0.5402
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t6,friends / lost / most,4,-0.3117
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t5,excitement / lights / all,4,-0.722
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t2,campmates / all / missing,4,0.6388
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t1,laughter / there / excitement,4,0.065
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t9,overwhelmed / here / friend,4,0.7964
2024,burn_status,I - Relationships,t4,seem / which / fleeting,C - Emotions,t7,joy / friend / happiness,4,-0.5968
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t4,art / love / nova,4,-0.5443
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t0,all / some / lack,4,-0.0197
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t3,freedom / happy / would,4,0.1867
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t8,myself / camp / night,4,-0.6134
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t6,friends / lost / most,4,-0.1173
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t5,excitement / lights / all,4,-0.0677
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t2,campmates / all / missing,4,0.4586
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t1,laughter / there / excitement,4,-0.4921
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t9,overwhelmed / here / friend,4,-0.181
2024,burn_status,I - Relationships,t0,been / great,C - Emotions,t7,joy / friend / happiness,4,0.3702
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t4,art / love / nova,4,0.4998
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t0,all / some / lack,4,0.1955
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t3,freedom / happy / would,4,0.3314
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t8,myself / camp / night,4,0.8784
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t6,friends / lost / most,4,0.1639
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t5,excitement / lights / all,4,-0.8013
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t2,campmates / all / missing,4,0.2618
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t1,laughter / there / excitement,4,0.5372
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t9,overwhelmed / here / friend,4,0.9213
2024,burn_status,I - Relationships,t3,yet / here / sure,C - Emotions,t7,joy / friend / happiness,4,-0.8898
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t4,art / love / nova,4,-0.5443
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t0,all / some / lack,4,-0.0197
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t3,freedom / happy / would,4,0.1867
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t8,myself / camp / night,4,-0.6134
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t6,friends / lost / most,4,-0.1173
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t5,excitement / lights / all,4,-0.0677
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t2,campmates / all / missing,4,0.4586
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t1,laughter / there / excitement,4,-0.4921
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t9,overwhelmed / here / friend,4,-0.181
2024,burn_status,I - Relationships,t1,together / part / camp,C - Emotions,t7,joy / friend / happiness,4,0.3702
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t4,art / love / nova,4,0.3691
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t0,all / some / lack,4,-0.6441
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t3,freedom / happy / would,4,-0.0622
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t8,myself / camp / night,4,-0.539
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t6,friends / lost / most,4,-0.5373
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t5,excitement / lights / all,4,0.8927
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t2,campmates / all / missing,4,-0.3112
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t1,laughter / there / excitement,4,-0.4921
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t9,overwhelmed / here / friend,4,-0.796
2024,burn_status,I - Relationships,t6,yourself / default / let,C - Emotions,t7,joy / friend / happiness,4,0.7514
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t4,art / love / nova,4,-0.1769
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t0,all / some / lack,4,0.8108
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t3,freedom / happy / would,4,-0.4811
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t8,myself / camp / night,4,0.9367
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t6,friends / lost / most,4,0.8265
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t5,excitement / lights / all,4,-0.511
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t2,campmates / all / missing,4,-0.4568
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t1,laughter / there / excitement,4,0.9886
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t9,overwhelmed / here / friend,4,0.6331
2024,burn_status,I - Relationships,t5,weirder,C - Emotions,t7,joy / friend / happiness,4,-0.8779
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t4,art / love / nova,4,-0.5415
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t0,all / some / lack,4,0.0802
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t3,freedom / happy / would,4,-0.7061
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t8,myself / camp / night,4,-0.5627
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t6,friends / lost / most,4,0.1639
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t5,excitement / lights / all,4,0.8806
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t2,campmates / all / missing,4,-0.7013
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t1,laughter / there / excitement,4,-0.1311
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t9,overwhelmed / here / friend,4,-0.9005
2024,burn_status,I - Relationships,t2,here / love / more,C - Emotions,t7,joy / friend / happiness,4,0.6896
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t4,art / love / nova,4,0.753
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t0,all / some / lack,4,-0.2588
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t3,freedom / happy / would,4,0.7399
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t8,myself / camp / night,4,0.5402
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t6,friends / lost / most,4,-0.3117
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t5,excitement / lights / all,4,-0.722
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t2,campmates / all / missing,4,0.6388
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t1,laughter / there / excitement,4,0.065
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t9,overwhelmed / here / friend,4,0.7964
2024,burn_status,I - Relationships,t8,seems / new / present,C - Emotions,t7,joy / friend / happiness,4,-0.5968
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t4,art / love / nova,4,0.3691
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t0,all / some / lack,4,-0.6441
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t3,freedom / happy / would,4,-0.0622
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t8,myself / camp / night,4,-0.539
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t6,friends / lost / most,4,-0.5373
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t5,excitement / lights / all,4,0.8927
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t2,campmates / all / missing,4,-0.3112
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t1,laughter / there / excitement,4,-0.4921
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t9,overwhelmed / here / friend,4,-0.796
2024,burn_status,I - Relationships,t9,would / over / maybe,C - Emotions,t7,joy / friend / happiness,4,0.7514
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t4,art / love / nova,4,-0.5443
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t0,all / some / lack,4,-0.0197
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t3,freedom / happy / would,4,0.1867
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t8,myself / camp / night,4,-0.6134
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t6,friends / lost / most,4,-0.1173
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t5,excitement / lights / all,4,-0.0677
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t2,campmates / all / missing,4,0.4586
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t1,laughter / there / excitement,4,-0.4921
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t9,overwhelmed / here / friend,4,-0.181
2024,burn_status,I - Relationships,t7,both / sure / recommend,C - Emotions,t7,joy / friend / happiness,4,0.3702
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t4,art / love / nova,4,0.5014
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t0,all / some / lack,4,-0.9624
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t3,freedom / happy / would,4,0.6399
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t8,myself / camp / night,4,-0.7801
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t6,friends / lost / most,4,-0.9636
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t5,excitement / lights / all,4,0.4516
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t2,campmates / all / missing,4,0.5167
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t1,laughter / there / excitement,4,-0.9675
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t9,overwhelmed / here / friend,4,-0.5057
2024,burn_status,D - Boundaries of Humanity,t4,connection / yet / human,C - Emotions,t7,joy / friend / happiness,4,0.7698
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t4,art / love / nova,4,-0.7435
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t0,all / some / lack,4,0.078
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t3,freedom / happy / would,4,-0.2219
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t8,myself / camp / night,4,-0.7371
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t6,friends / lost / most,4,0.0371
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t5,excitement / lights / all,4,0.342
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t2,campmates / all / missing,4,0.014
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t1,laughter / there / excitement,4,-0.417
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t9,overwhelmed / here / friend,4,-0.5556
2024,burn_status,D - Boundaries of Humanity,t0,physical / data / emotional,C - Emotions,t7,joy / friend / happiness,4,0.5963
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t4,art / love / nova,4,0.1165
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t0,all / some / lack,4,-0.4017
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t3,freedom / happy / would,4,-0.349
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t8,myself / camp / night,4,-0.4969
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t6,friends / lost / most,4,-0.2819
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t5,excitement / lights / all,4,0.9631
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t2,campmates / all / missing,4,-0.556
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t1,laughter / there / excitement,4,-0.3124
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t9,overwhelmed / here / friend,4,-0.8686
2024,burn_status,D - Boundaries of Humanity,t3,consciousness / possibly / more,C - Emotions,t7,joy / friend / happiness,4,0.727
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t4,art / love / nova,4,-0.1148
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t0,all / some / lack,4,-0.5234
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t3,freedom / happy / would,4,-0.1268
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t8,myself / camp / night,4,-0.9076
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t6,friends / lost / most,4,-0.4659
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t5,excitement / lights / all,4,0.9194
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t2,campmates / all / missing,4,-0.1883
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t1,laughter / there / excitement,4,-0.6986
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t9,overwhelmed / here / friend,4,-0.9755
2024,burn_status,D - Boundaries of Humanity,t8,empathy / emotion / cool,C - Emotions,t7,joy / friend / happiness,4,0.9864
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t4,art / love / nova,4,-0.134
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t0,all / some / lack,4,0.7217
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t3,freedom / happy / would,4,-0.6411
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t8,myself / camp / night,4,0.8363
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t6,friends / lost / most,4,0.7833
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t5,excitement / lights / all,4,-0.2007
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t2,campmates / all / missing,4,-0.6953
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t1,laughter / there / excitement,4,0.9542
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t9,overwhelmed / here / friend,4,0.3704
2024,burn_status,D - Boundaries of Humanity,t6,compassion / future / only,C - Emotions,t7,joy / friend / happiness,4,-0.6861
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t4,art / love / nova,4,-0.6812
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t0,all / some / lack,4,-0.0016
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t3,freedom / happy / would,4,-0.1256
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t8,myself / camp / night,4,-0.7736
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t6,friends / lost / most,4,-0.0495
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t5,excitement / lights / all,4,0.3213
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t2,campmates / all / missing,4,0.1054
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t1,laughter / there / excitement,4,-0.4925
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t9,overwhelmed / here / friend,4,-0.5424
2024,burn_status,D - Boundaries of Humanity,t5,emotions / can / humans,C - Emotions,t7,joy / friend / happiness,4,0.6198
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t4,art / love / nova,4,-0.3866
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t0,all / some / lack,4,0.5861
